"Kaupunginosa","Postinumero","Huoneisto","Talotyyppi","Asuinala","Huoneita","Velaton_hinta","Neliöhinta","Rakennusvuosi","Hissi","Kunto","Tontti","Energialuokka","Kerroksia","Kerrosnumero","Keskustaetäisyys_km"
"Herttoniemi","00800","1h, alkovi, kk,...","kt",32,1,158500,4832,1955,"ei","hyvä","vuokra","G",4,2,6.86816235170316
"Herttoniemi","00800","1h, alkovi, kei...","kt",33,1,141402,4221,1955,"on","tyyd.","vuokra","F",4,1,6.86816235170316
"Herttoniemi","00800","1h+kk+kph+ransk...","kt",27,1,155000,5636,1956,"on","tyyd.","vuokra","F",7,3,6.86816235170316
"Herttoniemi","00800","2h, kk, kph, pa...","kt",41,2,180000,4390,1953,"on","hyvä","vuokra","E",4,1,6.86816235170316
"Herttoniemi","00800","2h, k, kph, et,...","kt",46,2,240000,5195,1953,"ei","hyvä","vuokra","D",4,2,6.86816235170316
"Herttoniemi","00800","2 h, avok, kph,...","kt",37,2,180000,4865,1955,"ei","hyvä","vuokra","E",4,1,6.86816235170316
"Herttoniemi","00800","2-3h+k+kph+p (Y...","kt",64,2,266000,4156,1954,"ei","tyyd.","vuokra","C",4,3,6.86816235170316
"Herttoniemi","00800","2h, k, kph/saun...","kt",56,2,303500,5372,2017,"on","hyvä","oma","C",8,5,6.86816235170316
"Herttoniemi","00800","2h+avok.+kph+las.p","kt",46,2,275000,5914,2017,"on","hyvä","oma","C",8,4,6.86816235170316
"Länsi-herttoniemi","00800","2h+k+kph","kt",41,2,173000,4149,1952,"ei","tyyd.","vuokra","G",2,2,6.86816235170316
"Länsi-herttoniemi","00800","2h, k, p (yj:n ...","kt",52,2,245000,4712,1955,"ei","hyvä","vuokra","D",4,1,6.86816235170316
"Herttoniemi","00800","2h, k, kph/wc, ...","kt",47,2,145000,3085,1953,"on","huono","vuokra","E",4,1,6.86816235170316
"Herttoniemi","00800","2h+kk","kt",33,2,180000,5455,1951,"ei","hyvä","vuokra","E",4,1,6.86816235170316
"Herttoniemi","00800","2h, k, kph, par...","kt",51,2,224000,4392,1956,"on","hyvä","vuokra","F",7,3,6.86816235170316
"Herttoniemi","00800","2h, avok., kph","kt",45,2,169700,3771,1951,"ei","tyyd.","vuokra","F",2,1,6.86816235170316
"Herttoniemi","00800","2h +avokeitti...","kt",54,2,255000,4722,1960,"ei","hyvä","vuokra","F",4,1,6.86816235170316
"Herttoniemi","00800","2 h+k+kph+p","kt",51,2,206259,4044,1956,"on","tyyd.","vuokra","F",7,4,6.86816235170316
"Länsi-herttoniemi","00800","2h, k, p","kt",52,2,245000,4712,1955,"ei","hyvä","vuokra","D",5,3,6.86816235170316
"Herttoniemi","00800","2h+kt+parvi","kt",33,2,230000,6970,2021,"on","hyvä","vuokra","B",7,5,6.86816235170316
"Länsi-herttoniemi","00800","2h+k+kph","kt",50,2,230000,4600,1954,"ei","hyvä","vuokra","D",4,1,6.86816235170316
"Herttoniemi","00800","3h, k, kph, par...","kt",63,3,299000,4687,1953,"ei","tyyd.","vuokra","D",4,1,6.86816235170316
"Herttoniemi","00800","3h, k, kph, p","kt",70,3,347000,4922,1955,"ei","hyvä","vuokra","E",4,3,6.86816235170316
"Herttoniemi","00800","3h, k, parveke","kt",53,3,325000,6132,1951,"ei","hyvä","vuokra","E",4,2,6.86816235170316
"Roihuvuori","00820","1h+k","kt",31,1,105000,3387,1957,"ei","tyyd.","vuokra","E",4,1,7.49305391622048
"Roihuvuori","00820","1h+k+kph+terassi","kt",28,1,143000,5018,2019,"on","hyvä","vuokra","C",5,1,7.49305391622048
"Roihuvuori","00820","1h+kk","kt",27,1,112000,4073,1955,"ei","tyyd.","vuokra","E",3,2,7.49305391622048
"Roihuvuori","00820","1h, kk, kph, ra...","kt",27,1,115000,4259,1957,"on","hyvä","vuokra","D",5,4,7.49305391622048
"Roihuvuori","00820","1h+kk+kph+ransk.p","kt",27,1,130000,4815,1957,"on","hyvä","vuokra","D",5,5,7.49305391622048
"Roihuvuori","00820","1h+Kk+kh","kt",29,1,108000,3724,1956,"ei","tyyd.","vuokra","F",3,1,7.49305391622048
"Roihuvuori","00820","1h+kk+kph+parveke","kt",29,1,145000,5000,1965,"on","tyyd.","oma","G",5,1,7.49305391622048
"Roihuvuori","00820","2h, k, kph, las...","kt",53,2,237709,4485,1956,"ei","tyyd.","vuokra","E",3,3,7.49305391622048
"Roihuvuori","00820","2 h, avok, kph,...","kt",35,2,139000,3971,1955,"ei","tyyd.","vuokra","E",3,3,7.49305391622048
"Roihuvuori","00820","2h+k+kph+vh+las...","kt",48,2,200000,4149,1960,"ei","tyyd.","vuokra","B",4,3,7.49305391622048
"Roihuvuori","00820","2 h, kk, kph, vh","kt",42,2,175000,4167,1965,"on","tyyd.","oma","D",8,1,7.49305391622048
"Roihuvuori","00820","2h+kk","kt",45,2,158000,3511,1992,"ei","tyyd.","vuokra","D",3,3,7.49305391622048
"Roihuvuori","00820","2h+avok.+kph/s+...","kt",47,2,207000,4358,2019,"on","hyvä","vuokra","C",5,2,7.49305391622048
"Roihuvuori","00820","2h+rt+kk+kph+vh","kt",50,2,145000,2900,1957,"ei","hyvä","vuokra","E",3,3,7.49305391622048
"Roihuvuori","00820","2h, kk, kph/wc,...","kt",40,2,164500,4113,1957,"ei","hyvä","vuokra","G",4,4,7.49305391622048
"Roihuvuori","00820","2h+k+kph+las.pa...","kt",52,2,236000,4538,1965,"on","hyvä","oma","E",8,5,7.49305391622048
"Roihuvuori","00820","2h+k+kph+las.pa...","kt",52,2,245000,4712,1965,"on","hyvä","oma","E",8,5,7.49305391622048
"Roihuvuori","00820","2h, kk, kph, la...","kt",44,2,191000,4341,1965,"on","hyvä","oma","G",5,5,7.49305391622048
"Roihuvuori","00820","2h+k+kph+vh+las...","kt",51,2,203000,3973,1960,"ei","tyyd.","vuokra","B",4,3,7.49305391622048
"Roihuvuori","00820","2h+kk","kt",45,2,165000,3667,1959,"ei","tyyd.","vuokra","F",4,3,7.49305391622048
"Roihuvuori","00820","2h, avok, kph, ...","kt",47,2,200000,4255,2019,"on","hyvä","vuokra","C",5,1,7.49305391622048
"Roihuvuori","00820","2 h, k, kh/wc, ...","kt",53,2,195000,3679,1965,"on","hyvä","oma","G",5,1,7.49305391622048
"Roihuvuori","00820","3h, k, kph, vh,...","kt",70,3,323000,4614,1963,"ei","hyvä","oma","C",3,3,7.49305391622048
"Roihuvuori","00820","3h+k+kph+parv.","kt",63,3,248500,3944,1956,"on","tyyd.","vuokra","D",5,1,7.49305391622048
"Roihuvuori","00820","3h+k+kph+et+par...","kt",59,3,232000,3926,1960,"ei","tyyd.","vuokra","B",4,2,7.49305391622048
"Roihuvuori","00820","3h+k+kph+vh+las...","kt",68,3,280000,4118,1965,"on","tyyd.","oma","E",8,2,7.49305391622048
"Roihuvuori","00820","3h+k+kph+vh+las...","kt",68,3,290000,4265,1965,"on","tyyd.","oma","E",8,6,7.49305391622048
"Roihuvuori","00820","3 h, k, kh, vh, p","kt",59,3,195000,3277,1958,"ei","tyyd.","vuokra","G",4,2,7.49305391622048
"Roihuvuori","00820","3h, k, kph, las...","kt",70,3,269000,3843,1965,"on","tyyd.","oma","G",5,5,7.49305391622048
"Roihuvuori","00820","3h+k","kt",59,3,255000,4257,1960,"ei","hyvä","vuokra","B",4,4,7.49305391622048
"Roihuvuori","00820","3h+avok+kph+las...","kt",56,3,222000,3929,1958,"ei","hyvä","vuokra","G",4,3,7.49305391622048
"Roihuvuori","00820","3 h, k, kph, la...","kt",68,3,263000,3868,1965,"on","tyyd.","oma","E",8,4,7.49305391622048
"Roihuvuori","00820","3h, k, kph, par...","kt",61,3,240000,3934,1955,"ei","tyyd.","vuokra","E",3,2,7.49305391622048
"Roihuvuori","00820","3h+k+kph+vh+las...","kt",66,3,226000,3424,1959,"ei","tyyd.","vuokra","E",4,4,7.49305391622048
"Roihuvuori","00820","4h, k, kph, eri...","kt",84,4,358000,4262,1966,"ei","tyyd.","oma","C",3,2,7.49305391622048
"Roihuvuori","00820","5h+k+rt+kph+wc+...","kt",117,4,500000,4274,1965,"on","hyvä","oma","G",5,3,7.49305391622048
"Roihuvuori","00820","4 h+k+s","kt",85,4,260000,3041,1994,"on","tyyd.","vuokra","D",3,1,7.49305391622048
"Roihuvuori","00820","6 h+k+kph+wc+vh...","kt",117,4,485000,4145,1965,"on","tyyd.","oma","G",5,5,7.49305391622048
"Roihuvuori","00820","4h+kt+kph+s+eri...","kt",93,4,404000,4321,2020,"on","hyvä","vuokra","C",4,3,7.49305391622048
"Roihuvuori","00820","4 h, avok, kph,...","kt",85,4,400000,4706,1963,"ei","hyvä","oma","C",3,2,7.49305391622048
"Roihuvuori","00820","4h+k+rt+kph+eri...","kt",96,4,445000,4635,1965,"on","hyvä","oma","G",5,3,7.49305391622048
"Laajasalo","00840","1 h, kk, p (YJ ...","kt",35,1,123001,3514,1980,"ei","tyyd.","oma","D",2,1,6.30705327455734
"Laajasalo","00840","1h, k, vh, parveke","kt",33,1,106000,3212,1976,"on","tyyd.","oma","E",4,4,6.30705327455734
"Laajasalo","00840","1h, alkovi, kei...","kt",29,1,142000,4897,1970,"on","tyyd.","oma","D",5,1,6.30705327455734
"Laajasalo","00840","1h,kk, parveke","kt",33,1,98000,2925,1975,"ei","tyyd.","oma","F",3,3,6.30705327455734
"Laajasalo","00840","1h+kk+kph","kt",29,1,128200,4346,1974,"on","tyyd.","oma","E",8,2,6.30705327455734
"Laajasalo","00840","1h, kk, kh (Yj....","kt",29,1,112000,3797,1973,"on","tyyd.","oma","D",9,5,6.30705327455734
"Laajasalo","00840","1h, kk, kph/wc,...","kt",24,1,135000,5510,1965,"on","hyvä","oma","E",3,3,6.30705327455734
"Yliskylä","00840","1h,kk,kph,vh,pa...","kt",33,1,90000,2727,1976,"on","huono","oma","F",5,5,6.30705327455734
"Laajasalo","00840","1 h+kk","kt",23,1,122550,5215,1965,"on","tyyd.","oma","E",4,4,6.30705327455734
"Laajasalo","00840","2h+k","kt",52,2,180000,3429,1970,"on","tyyd.","oma","D",3,2,6.30705327455734
"Laajasalo","00840","2h, kt, kph, la...","kt",45,2,175000,3889,2003,"ei","tyyd.","vuokra","D",4,4,6.30705327455734
"Yliskylä","00840","2 h, kk, kh. La...","kt",48,2,141000,2938,1975,"ei","hyvä","oma","C",3,3,6.30705327455734
"Laajasalo","00840","2h+k+kph+lasite...","kt",52,2,117000,2229,1976,"on","tyyd.","oma","E",5,2,6.30705327455734
"Laajasalo","00840","2h+k+kph+lasit....","kt",50,2,208000,4119,1966,"on","hyvä","oma","F",5,3,6.30705327455734
"Laajasalo","00840","tupakeittiö...","kt",32,2,118000,3631,2002,"on","tyyd.","vuokra","E",3,3,6.30705327455734
"Laajasalo","00840","2h + k + kph + ...","kt",56,2,208000,3714,1971,"on","tyyd.","oma","E",4,3,6.30705327455734
"Laajasalo","00840","2h, k, kph, las...","kt",48,2,140500,2897,1973,"on","tyyd.","oma","F",9,3,6.30705327455734
"Laajasalo","00840","2h, k","kt",52,2,228505,4352,1971,"on","hyvä","oma","E",3,2,6.30705327455734
"Laajasalo","00840","2h+kk","kt",49,2,165000,3367,1975,"ei","hyvä","oma","E",3,3,6.30705327455734
"Laajasalo","00840","2h + kk + alkov...","kt",43,2,179000,4115,1967,"on","hyvä","vuokra","C",4,1,6.30705327455734
"Laajasalo","00840","2h, k, kph, las...","kt",48,2,140000,2887,1975,"on","tyyd.","oma","D",10,8,6.30705327455734
"Laajasalo","00840","3h, k, kph ja l...","kt",68,3,163000,2380,1972,"ei","tyyd.","oma","D",3,1,6.30705327455734
"Yliskylä","00840","3h, k, kph, las...","kt",66,3,179000,2692,1975,"ei","tyyd.","oma","F",3,3,6.30705327455734
"Laajasalo","00840","3h+k+kph+lasite...","kt",71,3,275000,3873,1967,"on","hyvä","vuokra","C",4,4,6.30705327455734
"Laajasalo","00840","3h, k, kph, s, ...","kt",80,3,312000,3876,2003,"on","tyyd.","vuokra","D",4,3,6.30705327455734
"Laajasalo","00840","3h, k, p","kt",71,3,295000,4155,1967,"on","hyvä","vuokra","C",4,3,6.30705327455734
"Laajasalo","00840","3h, k, kph, las...","kt",70,3,288418,4120,1971,"on","hyvä","oma","C",4,2,6.30705327455734
"Laajasalo","00840","3h, k, kph, las...","kt",63,3,207000,3286,1965,"on","tyyd.","oma","E",4,3,6.30705327455734
"Laajasalo","00840","3h, avokeitti...","kt",59,3,259157,4356,2003,"on","hyvä","vuokra","D",4,4,6.30705327455734
"Laajasalo","00840","3h, k, kph, las...","kt",69,3,284500,4123,1974,"ei","hyvä","oma","D",3,3,6.30705327455734
"Laajasalo","00840","3h, k, kph, vh,...","kt",68,3,234000,3416,1973,"on","hyvä","oma","D",10,8,6.30705327455734
"Laajasalo","00840","3h, k, kph, vh,...","kt",72,3,285000,3958,1966,"ei","hyvä","vuokra","E",3,3,6.30705327455734
"Laajasalo","00840","3h, k, lasitett...","kt",63,3,182000,2889,1965,"on","tyyd.","oma","E",4,3,6.30705327455734
"Laajasalo","00840","3h+k+kph+lasite...","kt",63,3,180000,2857,1965,"on","tyyd.","oma","E",4,2,6.30705327455734
"Laajasalo","00840","3h+k+s","kt",77,3,259978,3376,1980,"ei","tyyd.","oma","F",2,2,6.30705327455734
"Laajasalo","00840","4h+k+kph/wc+eri...","kt",84,4,296000,3503,1967,"on","tyyd.","vuokra","C",4,4,6.30705327455734
"Laajasalo","00840","4h, k, kph/s, w...","kt",123,4,695000,5628,1972,"on","hyvä","oma","D",5,4,6.30705327455734
"Yliskylä","00840","4h+k+kph+s+eril...","kt",82,4,450000,5488,2020,"on","hyvä","oma","C",7,2,6.30705327455734
"Yliskylä","00840","4h, keittiö...","kt",84,4,370000,4405,1974,"ei","hyvä","oma","D",3,2,6.30705327455734
"Laajasalo","00840","(Yj:n mukainen ...","kt",104,4,416000,4000,1971,"on","hyvä","oma","E",3,1,6.30705327455734
"Laajasalo","00840","4 h, k, kph, wc...","kt",80,4,225000,2813,1973,"on","tyyd.","oma","D",9,2,6.30705327455734
"Laajasalo","00840","4h,k,kk,2xkph,e...","kt",102,4,192000,1882,1975,"ei","tyyd.","oma","E",3,1,6.30705327455734
"Laajasalo","00840","5h, k, ph/s, kp...","kt",95,4,197000,2074,1975,"on","tyyd.","oma","D",10,2,6.30705327455734
"Yliskylä","00840","5 h, k, 2 wc, 2...","kt",95,4,260000,2737,1975,"on","tyyd.","oma","E",10,7,6.30705327455734
"Laajasalo","00840","4 h, k, kph, wc...","kt",98,4,320000,3249,1966,"ei","hyvä","vuokra","E",3,2,6.30705327455734
"Laajasalo","00840","4h+k+kph/wc+eri...","kt",80,4,318500,3981,1965,"on","tyyd.","oma","D",3,3,6.30705327455734
"Laajasalo","00840","4h+k","kt",84,4,180000,2143,1975,"ei","tyyd.","oma","E",3,2,6.30705327455734
"Yliskylä","00840","4h, k, kph, wc,...","kt",82,4,340000,4121,1973,"ei","hyvä","oma","E",3,1,6.30705327455734
"Yliskylä","00840","4h+k+kph+wc+las...","kt",84,4,257000,3060,1974,"ei","tyyd.","oma","D",3,2,6.30705327455734
"Yliskylä","00840","4h, k, kph, wc,...","kt",84,4,350000,4167,1974,"ei","hyvä","oma","D",3,3,6.30705327455734
"Laajasalo","00840","4h,k","kt",116,4,450000,3879,1972,"ei","hyvä","oma","F",4,4,6.30705327455734
"Herttoniemi","00880","1h+kt","kt",39,1,182000,4667,2023,"on","hyvä","vuokra","A",6,3,6.9765866476332
"Herttoniemi","00880","1h, avok, kph, ...","kt",27,1,194000,7185,2022,"on","hyvä","oma","A",8,4,6.9765866476332
"Herttoniemi","00880","1h+avok.+et+kph...","kt",28,1,182000,6386,2022,"on","hyvä","oma","A",17,5,6.9765866476332
"Puotila","00910","1h, kk, kph, p","kt",33,1,95000,2879,1961,"ei","tyyd.","vuokra","E",3,3,10.0716031244491
"Puotila","00910","1h, kk, kh","kt",29,1,100000,3448,1961,"ei","tyyd.","vuokra","D",3,3,10.0716031244491
"Puotila","00910","1h, kk, kph, ra...","kt",26,1,72000,2769,1961,"ei","huono","vuokra","E",4,2,10.0716031244491
"Puotila","00910","1h, kk, kph, pa...","kt",33,1,108000,3273,1961,"ei","hyvä","vuokra","E",3,1,10.0716031244491
"Puotila","00910","1h+kk+kph+parve...","kt",33,1,105000,3182,1960,"ei","huono","vuokra","C",3,1,10.0716031244491
"Puotila","00910","2h, k, kph/wc, ...","kt",46,2,147000,3161,1969,"ei","tyyd.","oma","D",3,2,10.0716031244491
"Puotila","00910","2h+k+kph+vh+las...","kt",51,2,141000,2765,1961,"ei","hyvä","vuokra","D",4,2,10.0716031244491
"Puotila","00910","2h, k, kph/wc, ...","kt",55,2,163000,2964,1961,"ei","hyvä","vuokra","E",4,2,10.0716031244491
"Puotila","00910","2 h, avok, kph,...","kt",48,2,130000,2680,2000,"on","hyvä","vuokra","D",7,2,10.0716031244491
"Puotila","00910","2h, k, kph, par...","kt",46,2,156772,3408,1961,"ei","hyvä","vuokra","E",3,1,10.0716031244491
"Puotila","00910","2h+k","kt",55,2,144000,2618,1961,"ei","hyvä","vuokra","D",3,3,10.0716031244491
"Puotila","00910","2h, k, kph, las...","kt",53,2,173990,3283,1962,"ei","tyyd.","oma","E",3,1,10.0716031244491
"Puotila","00910","2h, kk, vh, kph...","kt",47,2,165000,3511,1962,"ei","tyyd.","oma","E",3,2,10.0716031244491
"Puotila","00910","2h, k, kph, las...","kt",52,2,160000,3077,1966,"ei","tyyd.","oma","F",3,1,10.0716031244491
"Puotila","00910","2h, k, kph, las...","kt",53,2,155000,2914,1961,"ei","hyvä","vuokra","E",3,1,10.0716031244491
"Puotila","00910","2h, kk, vh, las...","kt",53,2,170000,3208,1962,"ei","tyyd.","oma","F",3,1,10.0716031244491
"Puotila","00910","2h+k+kph+erill....","kt",57,2,150000,2609,1962,"ei","tyyd.","vuokra","E",3,3,10.0716031244491
"Puotila","00910","2h+k","kt",48,2,172000,3546,1961,"ei","hyvä","vuokra","E",3,2,10.0716031244491
"Puotila","00910","3h, k, kph, las...","kt",74,3,227000,3047,1962,"ei","hyvä","vuokra","E",3,3,10.0716031244491
"Puotila","00910","3H+K+VH+KPH+PARV.","kt",72,3,182328,2532,1961,"ei","tyyd.","vuokra","D",3,2,10.0716031244491
"Puotila","00910","3h + k + kph + ...","kt",66,3,230000,3485,1961,"ei","hyvä","vuokra","C",3,3,10.0716031244491
"Puotila","00910","4h+k+kph+parveke","kt",79,4,230000,2911,1961,"ei","tyyd.","vuokra","E",3,3,10.0716031244491
"Puotila","00910","3h, keittiö...","kt",82,4,295000,3598,1963,"on","hyvä","vuokra","E",4,1,10.0716031244491
"Puotila","00910","4 h,k,kph,erill...","kt",86,4,255000,2965,1961,"ei","tyyd.","vuokra","F",3,1,10.0716031244491
"Puotila","00910","5h, k, vh, eril...","kt",95,4,285000,2984,1963,"on","tyyd.","vuokra","E",4,4,10.0716031244491
"Puotila","00910","4h, k, vh, wc, ...","kt",83,4,305000,3675,1963,"on","hyvä","vuokra","E",4,1,10.0716031244491
"Puotila","00910","3-4h+k","kt",92,4,317000,3446,1962,"ei","hyvä","oma","E",3,2,10.0716031244491
"Myylypuro","00920","1h, avok. kph, vh","kt",28,1,106500,3737,1965,"ei","hyvä","vuokra","F",4,2,9.23276860600934
"Myllypuro","00920","1h+kk","kt",32,1,95000,2969,1977,"on","hyvä","vuokra","D",6,2,9.23276860600934
"Myllypuro","00920","2h, k, vh, kph, p","kt",53,2,123000,2299,1965,"ei","huono","vuokra","E",4,4,9.23276860600934
"Myllypuro","00920","2h+kk","kt",44,2,95000,2135,1965,"on","huono","vuokra","C",8,3,9.23276860600934
"Myllypuro","00920","2h, kk, kph, vh...","kt",50,2,142000,2812,1964,"on","hyvä","vuokra","D",7,4,9.23276860600934
"Myllypuro","00920","2h+kk+vh+lasite...","kt",51,2,140000,2745,1964,"ei","tyyd.","vuokra","D",7,6,9.23276860600934
"Myllypuro","00920","2h, kk, kph, vh","kt",49,2,124000,2531,1977,"on","hyvä","vuokra","D",5,2,9.23276860600934
"Myllypuro","00920","2h, k, kph, las...","kt",61,2,152000,2492,1977,"on","hyvä","vuokra","D",6,1,9.23276860600934
"Myllypuro","00920","2h+k+kph+lasit.p","kt",54,2,120000,2202,1964,"ei","hyvä","vuokra","E",3,2,9.23276860600934
"Myllypuro","00920","2h+k+kh+p","kt",52,2,132500,2548,1965,"on","hyvä","vuokra","C",5,5,9.23276860600934
"Myllypuro","00920","2h, kk, kph, s,...","kt",51,2,208000,4039,2010,"on","hyvä","vuokra","D",5,2,9.23276860600934
"Myllypuro","00920","2h, kk, vh, las...","kt",50,2,124000,2455,1964,"on","tyyd.","vuokra","F",7,3,9.23276860600934
"Myllypuro","00920","2h+k+kph+vh+las...","kt",59,2,157000,2652,1966,"ei","tyyd.","vuokra","E",4,2,9.23276860600934
"Myllypuro","00920","2 h, k, kph, vh...","kt",52,2,122000,2346,1966,"on","tyyd.","vuokra","E",7,2,9.23276860600934
"Myllypuro","00920","2h,k,iso lasite...","kt",50,2,149000,2950,1964,"on","hyvä","vuokra","D",7,5,9.23276860600934
"Myllypuro","00920","2h+k","kt",55,2,152500,2773,1965,"on","hyvä","vuokra","E",4,3,9.23276860600934
"Myllypuro","00920","2h+kk+kph+vh+p","kt",50,2,125000,2475,1964,"on","huono","vuokra","D",7,2,9.23276860600934
"Myllypuro","00920","2h,k,lasitettu ...","kt",50,2,122000,2440,1964,"on","huono","vuokra","D",8,1,9.23276860600934
"Myllypuro","00920","2h, kk, kph, vh...","kt",43,2,130000,2989,1966,"on","hyvä","vuokra","E",7,6,9.23276860600934
"Myllypuro","00920","2h, avok, kph, ...","kt",50,2,145000,2900,1964,"on","hyvä","vuokra","D",8,6,9.23276860600934
"Myllypuro","00920","2h, kk, kph, vh","kt",49,2,110000,2245,1977,"on","tyyd.","vuokra","D",6,2,9.23276860600934
"Myllypuro","00920","2h+k","kt",54,2,150000,2752,1964,"ei","hyvä","vuokra","E",3,2,9.23276860600934
"Myllypuro","00920","2h, k, kph, vh,...","kt",53,2,130000,2430,1965,"ei","tyyd.","vuokra","F",3,2,9.23276860600934
"Myllypuro","00920","3h, k, kph, vh,...","kt",63,3,144000,2268,1966,"on","tyyd.","vuokra","E",7,1,9.23276860600934
"Myllypuro","00920","3h, k, kph, p (...","kt",73,3,142500,1939,1965,"on","tyyd.","vuokra","C",8,6,9.23276860600934
"Myllypuro","00920","3h+k+kph+lasite...","kt",61,3,186000,3024,1964,"on","tyyd.","vuokra","D",8,8,9.23276860600934
"Myllypuro","00920","3h, k, kph, las...","kt",71,3,165000,2308,1965,"on","hyvä","vuokra","D",4,1,9.23276860600934
"Kontula","00920","3h, k, kph","kt",71,3,142500,2007,1969,"ei","tyyd.","oma","B",3,1,9.23276860600934
"Myllypuro","00920","3h, k, kph, par...","kt",70,3,168000,2400,1964,"on","tyyd.","vuokra","D",7,5,9.23276860600934
"Myllypuro","00920","3h+k+kph+vh+parv","kt",70,3,156000,2229,1964,"on","tyyd.","vuokra","D",7,2,9.23276860600934
"Myllypuro","00920","3h, k, kph/wc, ...","kt",72,3,160000,2222,1964,"on","tyyd.","vuokra","D",7,1,9.23276860600934
"Myllypuro","00920","3h+k+kh+wc+parv","kt",69,3,210000,3043,1965,"on","hyvä","vuokra","C",7,5,9.23276860600934
"Myllypuro","00920","3h+k+kph+las.parv","kt",70,3,206000,2943,1964,"on","tyyd.","vuokra","D",8,3,9.23276860600934
"Myllypuro","00920","3h, k, vh/th, k...","kt",73,3,200000,2740,1964,"on","hyvä","vuokra","F",7,5,9.23276860600934
"Myllypuro","00920","3h,k,vh,lasitet...","kt",72,3,165000,2292,1964,"on","tyyd.","vuokra","D",7,7,9.23276860600934
"Myllypuro","00920","3h, k, kph, las...","kt",70,3,194000,2771,1964,"on","hyvä","vuokra","D",8,6,9.23276860600934
"Myllypuro","00920","3h,k,vh,kph,par...","kt",70,3,135000,1912,1964,"ei","tyyd.","oma","E",3,2,9.23276860600934
"Myllypuro","00920","3h+k+kph+vh+par...","kt",72,3,155000,2153,1964,"on","tyyd.","vuokra","D",7,2,9.23276860600934
"Myllypuro","00920","3h, k, rt, kph,...","kt",78,3,209000,2679,1965,"ei","hyvä","vuokra","F",4,3,9.23276860600934
"Myllypuro","00920","3h,k,lasitettu ...","kt",69,3,168000,2435,1965,"on","hyvä","vuokra","C",5,4,9.23276860600934
"Myllypuro","00920","3 h, k, kph, la...","kt",69,3,217500,3129,1965,"on","hyvä","vuokra","E",4,1,9.23276860600934
"Myllypuro","00920","3h+k+kph+las.parv","kt",70,3,160000,2286,1964,"on","tyyd.","vuokra","D",8,4,9.23276860600934
"Myllypuro","00920","3h+k+kph+erill....","kt",77,3,115000,1494,1965,"ei","tyyd.","vuokra","F",4,4,9.23276860600934
"Myllypuro","00920","4h+k+kph+erill....","kt",85,4,209000,2459,1965,"ei","hyvä","vuokra","F",4,4,9.23276860600934
"Myllypuro","00920","4-5h+k+kph+eril...","kt",111,4,253000,2269,1965,"on","hyvä","vuokra","C",7,4,9.23276860600934
"Myllypuro","00920","4h, k, s","kt",124,4,410000,3306,2009,"on","hyvä","vuokra","C",5,5,9.23276860600934
"Myllypuro","00920","4h, k, wc, kph,...","kt",91,4,230000,2514,1965,"ei","tyyd.","vuokra","E",4,2,9.23276860600934
"Itäkeskus","00930","1h+kk+kph+teras...","kt",35,1,74000,2085,1977,"on","tyyd.","vuokra","E",3,1,9.09724221023247
"Marjaniemi","00930","1h,kk,kph,lasit...","kt",39,1,102000,2615,1984,"ei","hyvä","vuokra","E",4,1,9.09724221023247
