"Kaupunginosa","Postinumero","Huoneisto","Talotyyppi","Asuinala","Huoneita","Velaton_hinta","Neliöhinta","Rakennusvuosi","Hissi","Kunto","Tontti","Energialuokka","Kerroksia","Kerrosnumero","Keskustaetäisyys_km"
"Käpylä","00610","2h+k+kph+et+parv","kt",44,2,257000,5841,1942,"ei","hyvä","vuokra","F",4,4,4.67574778594857
"Käpylä","00610","2h+kk+kph","kt",41,2,170000,4146,1950,"ei","huono","vuokra","F",4,4,4.67574778594857
"Käpylä","00610","2h+kk+kph+parveke","kt",38,2,216000,5684,1943,"ei","hyvä","vuokra","F",3,3,4.67574778594857
"Käpylä","00610","2h, k, p","kt",38,2,200000,5195,1940,"ei","hyvä","vuokra","F",4,2,4.67574778594857
"Käpylä","00610","2h, k, kph, par...","kt",55,2,296000,5333,1952,"ei","hyvä","vuokra","E",3,3,4.67574778594857
"Käpylä","00610","2 h, kt, kh, wc...","kt",57,2,310000,5439,1952,"ei","hyvä","vuokra","G",2,2,4.67574778594857
"Käpylä","00610","2 h, kk, et, p","kt",38,2,186000,4895,1944,"ei","hyvä","vuokra","F",3,2,4.67574778594857
"Käpylä","00610","2h,k,kph/wc, pa...","kt",45,2,233000,5178,1941,"ei","hyvä","vuokra","F",3,1,4.67574778594857
"Käpylä","00610","2h, k, kph, p","kt",46,2,250000,5435,1952,"ei","hyvä","vuokra","E",3,2,4.67574778594857
"Käpylä","00610","2 h, k, et, kph","kt",38,2,239000,6289,1944,"ei","hyvä","vuokra","C",4,2,4.67574778594857
"Käpylä","00610","2h, kk, kph, vh...","kt",50,2,210000,4200,1951,"ei","tyyd.","vuokra","E",4,2,4.67574778594857
"Käpylä","00610","2h, kk, rt, kph...","kt",38,2,210000,5526,1944,"ei","hyvä","vuokra","C",5,5,4.67574778594857
"Käpylä","00610","2h + avok. + kp...","kt",58,2,285000,4872,1954,"ei","hyvä","vuokra","E",3,3,4.67574778594857
"Koskela","00610","2h,avok,kph,p","kt",40,2,200000,5000,2021,"on","hyvä","vuokra","B",7,1,4.67574778594857
"Käpylä","00610","2h+kk+kph+p","kt",37,2,200000,5405,1940,"ei","tyyd.","vuokra","F",3,3,4.67574778594857
"Käpylä","00610","2h, k, kph, par...","kt",38,2,225000,5844,1940,"ei","hyvä","vuokra","G",3,2,4.67574778594857
"Käpylä","00610","2h, kk, kph, pa...","kt",40,2,215000,5375,1950,"ei","tyyd.","vuokra","G",4,1,4.67574778594857
"Käpylä","00610","2h+k+kph+p","kt",55,2,225000,4054,1952,"ei","hyvä","vuokra","F",4,4,4.67574778594857
"Käpylä","00610","2h, k, kh, parveke","kt",54,2,200000,3704,1952,"ei","tyyd.","vuokra","F",4,2,4.67574778594857
"Käpylä","00610","2h + kk + kph","kt",39,2,201000,5154,1946,"ei","hyvä","vuokra","G",3,3,4.67574778594857
"Käpylä","00610","2h, kk, kh","kt",39,2,197000,5051,1946,"ei","tyyd.","vuokra","G",3,2,4.67574778594857
"Käpylä","00610","2h, k, kph, p","kt",54,2,285000,5278,1952,"ei","hyvä","vuokra","E",4,1,4.67574778594857
"Käpylä","00610","2h, kk","kt",40,2,219000,5475,1944,"ei","tyyd.","vuokra","G",4,1,4.67574778594857
"Käpylä","00610","2h+k+kph+vh+p","kt",64,2,215000,3333,1952,"ei","huono","vuokra","E",4,3,4.67574778594857
"Käpylä","00610","2h+avok+et+kph","kt",39,2,193000,4949,1946,"ei","tyyd.","vuokra","G",4,1,4.67574778594857
"Käpylä","00610","3h, k, parveke","kt",60,3,268000,4467,1952,"ei","tyyd.","vuokra","E",4,2,4.67574778594857
"Käpylä","00610","3h, k, kph/wc, ...","kt",68,3,284000,4146,1956,"ei","tyyd.","vuokra","G",4,1,4.67574778594857
"Käpylä","00610","3h, k, kph/wc, ...","kt",52,3,305000,5865,1940,"ei","hyvä","vuokra","C",3,3,4.67574778594857
"Käpylä","00610","3h, kk. kph, pa...","kt",57,3,310000,5439,1946,"ei","hyvä","vuokra","F",3,2,4.67574778594857
"Käpylä","00610","3 h+k+kph+vh+p","kt",66,3,385000,5833,1952,"ei","hyvä","vuokra","F",4,1,4.67574778594857
"Käpylä","00610","3 h, kk, kph, e...","kt",51,3,290000,5686,1944,"ei","hyvä","vuokra","C",4,4,4.67574778594857
"Käpylä","00610","3h, k, halli, k...","kt",61,3,306000,5016,1944,"ei","hyvä","vuokra","C",4,2,4.67574778594857
"Käpylä","00610","3h,k","kt",62,3,328000,5248,1954,"on","hyvä","vuokra","F",4,3,4.67574778594857
"Käpylä","00610","3h+k+khwc+parveke","kt",77,3,458000,5879,1952,"ei","hyvä","vuokra","E",4,4,4.67574778594857
"Käpylä","00610","3h,k, kph/wc, v...","kt",66,3,305000,4621,1952,"ei","tyyd.","vuokra","F",4,4,4.67574778594857
"Käpylä","00610","3h + k + kph + p.","kt",52,3,282000,5423,1940,"ei","tyyd.","vuokra","G",3,2,4.67574778594857
"Käpylä","00610","3 h, k, kh/wc, ...","kt",63,3,309500,4913,1944,"ei","hyvä","vuokra","F",3,3,4.67574778594857
"Käpylä","00610","3 h, k, kph, s,...","kt",80,3,409000,5113,2003,"on","hyvä","vuokra","C",5,5,4.67574778594857
"Käpylä","00610","3h, avok, kph, p","kt",69,3,289000,4188,1952,"ei","tyyd.","vuokra","E",3,2,4.67574778594857
"Käpylä","00610","3h, k, kph, et, p","kt",68,3,380000,5588,1952,"ei","tyyd.","vuokra","F",4,2,4.67574778594857
"Käpylä","00610","2 - 3h+k+khwc+p...","kt",60,3,230000,3833,1952,"ei","tyyd.","vuokra","E",3,1,4.67574778594857
"Käpylä","00610","3h+k+s","kt",77,3,360000,4675,1998,"on","tyyd.","oma","F",5,1,4.67574778594857
"Käpylä","00610","3h, avokeitti...","kt",69,3,426082,6131,1944,"ei","hyvä","vuokra","D",4,1,4.67574778594857
"Käpylä","00610","5h+k+kph+vh+p.","kt",97,4,475000,4872,1954,"ei","hyvä","vuokra","E",3,2,4.67574778594857
"Käpylä","00610","4h, k, kph/wc, ...","kt",71,4,456000,6414,1952,"ei","hyvä","vuokra","E",4,4,4.67574778594857
"Maunula","00630","1h+kk+vh+kph","kt",32,1,135000,4219,1962,"on","tyyd.","vuokra","G",6,6,6.97628697272352
"Maunula","00630","1h+kk","kt",32,1,127000,3969,1962,"on","tyyd.","vuokra","C",6,5,6.97628697272352
"Pirkkola","00630","1H+KT","kt",23,1,140002,6087,2023,"on","hyvä","vuokra","A",5,1,6.97628697272352
"Maunula","00630","1h, kk, kph","kt",24,1,96000,3918,1962,"on","tyyd.","vuokra","G",6,5,6.97628697272352
"Maunula","00630","1h+kk+kh","kt",30,1,124400,4147,1962,"on","hyvä","vuokra","E",4,3,6.97628697272352
"Maunula","00630","2 h, kk, kh/wc,...","kt",53,2,202000,3776,1962,"on","hyvä","vuokra","G",4,4,6.97628697272352
"Maunula","00630","2h, kk, kph","kt",36,2,124000,3397,1962,"on","huono","vuokra","F",6,2,6.97628697272352
"Maunula","00630","2h, k, kph, p","kt",55,2,211000,3836,1954,"ei","hyvä","vuokra","F",3,1,6.97628697272352
"Maunula","00630","2h, k, kph, vh,...","kt",59,2,224000,3797,1962,"on","hyvä","vuokra","F",4,2,6.97628697272352
"Maunula","00630","2h+k","kt",53,2,135000,2547,1964,"on","tyyd.","vuokra","F",4,4,6.97628697272352
"Maunula","00630","2h+k","kt",58,2,235000,4017,1962,"on","hyvä","vuokra","F",4,3,6.97628697272352
"Maunula","00630","2h+kk+kph+p","kt",34,2,172000,4986,1959,"on","hyvä","vuokra","C",4,1,6.97628697272352
"Maunula","00630","2h, k, kph, par...","kt",60,2,244000,4033,1954,"ei","hyvä","vuokra","F",3,1,6.97628697272352
"Maunula","00630","2h+k+kph+et+vh+...","kt",53,2,195000,3631,1953,"ei","hyvä","vuokra","F",3,1,6.97628697272352
"Maunula","00630","2h, k, kph, vh,...","kt",56,2,174000,3080,1963,"ei","hyvä","vuokra","E",4,3,6.97628697272352
"Maunula","00630","2h, k, kph, par...","kt",60,2,205000,3388,1954,"ei","tyyd.","vuokra","F",3,3,6.97628697272352
"Maunula","00630","3h, k, kph, las...","kt",61,3,205000,3333,1962,"on","tyyd.","vuokra","E",4,3,6.97628697272352
"Maunula","00630","3h+kk+kph+lasit...","kt",58,3,264000,4552,2013,"on","hyvä","oma","B",4,2,6.97628697272352
"Maunula","00630","3h+k+kph+wc+p","kt",64,3,239500,3742,1962,"on","hyvä","vuokra","F",4,3,6.97628697272352
"Pakila","00630","3h+k+kh+p","kt",61,3,217000,3528,1962,"on","tyyd.","vuokra","E",4,2,6.97628697272352
"Maunula","00630","4h, k, kph, wc,...","kt",77,4,210000,2727,1963,"on","tyyd.","vuokra","F",4,3,6.97628697272352
"Maunula","00630","4h+k+kph+parveke","kt",94,4,188000,1981,1971,"on","tyyd.","vuokra","E",4,3,6.97628697272352
"Maunula","00630","4h,k,kph,erilli...","kt",94,4,186000,1962,1971,"on","tyyd.","vuokra","E",4,2,6.97628697272352
"Ala-malmi","00700","1h, keittiö...","kt",25,1,94000,3760,1969,"on","huono","oma","F",4,1,10.0013461669111
"Malmi","00700","1h, k, kph, s, ...","kt",41,1,145000,3537,1990,"on","tyyd.","oma","E",4,4,10.0013461669111
"Malmi","00700","1h, kk, wc","kt",17,1,65000,3824,1928,"ei","tyyd.","oma","E",3,2,10.0013461669111
"Malmi","00700","2h, k, s/ph, vh...","kt",64,2,105000,1628,1982,"ei","tyyd.","vuokra","D",4,3,10.0013461669111
"Tapaninkylä","00700","2h, k, kph, s, ...","kt",55,2,106000,1927,1985,"ei","tyyd.","vuokra","D",2,2,10.0013461669111
"Malmi","00700","2h+k+s+erill. w...","kt",58,2,150000,2564,1989,"ei","huono","oma","F",2,1,10.0013461669111
"Malmi","00700","2h, kph, s, wc,...","kt",57,2,150000,2632,1983,"ei","tyyd.","oma","F",3,1,10.0013461669111
"Malmi","00700","2h, h, k, kph, ...","kt",56,2,145900,2605,1962,"ei","tyyd.","oma","F",3,1,10.0013461669111
"Malmi","00700","2h,kk, kph","kt",37,2,132000,3520,1967,"ei","hyvä","oma","D",3,3,10.0013461669111
"Malmi","00700","2h, k, kph, s, ...","kt",55,2,164000,2955,1985,"ei","tyyd.","vuokra","E",3,3,10.0013461669111
"Malmi","00700","2h+kk+alkovi+kp...","kt",47,2,196000,4126,2011,"on","hyvä","oma","C",7,6,10.0013461669111
"Malmi","00700","2 h, k, kh/wc, ...","kt",55,2,128000,2327,1967,"on","hyvä","oma","E",3,3,10.0013461669111
"Ylä-malmi","00700","2h, avok, kph","kt",44,2,137000,3114,1957,"ei","hyvä","oma","D",3,3,10.0013461669111
"Tapaninkylä","00700","2h, avok, kph, ...","kt",55,2,172000,3127,1985,"ei","hyvä","vuokra","E",2,2,10.0013461669111
"Malmi","00700","2h, k, kph","kt",53,2,115000,2170,1965,"ei","hyvä","oma","E",3,1,10.0013461669111
"Malmi","00700","2h, kk, kph, s,...","kt",48,2,146000,3010,1985,"ei","tyyd.","oma","F",3,1,10.0013461669111
"Malmi","00700","2h, k","kt",54,2,129000,2389,1965,"ei","tyyd.","oma","E",4,3,10.0013461669111
"Malmi","00700","2h+k (yj)","kt",52,2,154000,2962,1962,"ei","hyvä","oma","F",3,3,10.0013461669111
"Malmi","00700","2h+k+s","kt",56,2,190000,3393,1986,"ei","hyvä","oma","E",2,2,10.0013461669111
"Ylä-malmi","00700","3h+k+kph+s+wc+v...","kt",75,3,160000,2133,1990,"ei","tyyd.","oma","D",2,2,10.0013461669111
"Malmi","00700","3h, avokeitti...","kt",57,3,220000,3826,2020,"ei","hyvä","vuokra","C",4,1,10.0013461669111
"Tapaninkylä","00700","3h, k, kph, piha","kt",64,3,210000,3256,1982,"ei","hyvä","oma","D",2,1,10.0013461669111
"Ylä-malmi","00700","3 h, k, kh/wc, ...","kt",64,3,198000,3094,1962,"ei","hyvä","oma","E",3,2,10.0013461669111
"Malmi","00700","3h,avok,s,las.p...","kt",67,3,222000,3313,2001,"on","hyvä","vuokra","E",6,4,10.0013461669111
"Ylä-malmi","00700","3h, k, s, kph, ...","kt",85,3,150000,1754,1983,"ei","tyyd.","vuokra","D",3,2,10.0013461669111
"Tapaninkylä","00700","3h, k, kph, sa...","kt",74,3,185000,2483,1985,"ei","hyvä","vuokra","D",2,2,10.0013461669111
"Malmi","00700","3h, avok, s, kp...","kt",57,3,225000,3913,2021,"on","hyvä","vuokra","B",5,4,10.0013461669111
"Malmi","00700","3h, avok, kph, ...","kt",77,3,281000,3649,2011,"on","hyvä","oma","C",6,3,10.0013461669111
"Malmi","00700","3h, kk, kph,p","kt",54,3,128000,2370,1965,"ei","tyyd.","oma","F",3,3,10.0013461669111
"Tapaninainio","00700","3h,k,s","kt",73,3,200000,2740,1986,"ei","hyvä","oma","F",3,2,10.0013461669111
"Pihlajamäki","00710","1h, kk, alkovi,...","kt",30,1,98500,3283,1977,"on","hyvä","oma","D",5,2,7.6117165886637
"Pihlajamäki","00710","1h+kk+lasitettu...","kt",33,1,98000,2970,1978,"on","tyyd.","oma","D",4,3,7.6117165886637
"Pihlajisto","00710","1h, kk, kph","kt",30,1,75000,2427,1974,"on","hyvä","vuokra","E",3,2,7.6117165886637
"Pihlajisto","00710","1 h, k, kph, p","kt",41,1,82000,1976,1975,"on","huono","oma","E",7,2,7.6117165886637
"Pihlajisto","00710","1h, k, kph, vh,...","kt",35,1,77000,2200,1974,"on","huono","oma","D",9,5,7.6117165886637
"Pihlajamäki","00710","1h, kk, kph, ra...","kt",32,1,80000,2500,1964,"on","huono","vuokra","E",8,7,7.6117165886637
"Pihlajamäki","00710","1h+k+kh (Yj:n m...","kt",39,1,83000,2101,1965,"ei","tyyd.","vuokra","F",4,4,7.6117165886637
"Viikinmäki","00710","1-2h, kk, kph/s...","kt",41,2,163000,3928,2001,"on","tyyd.","vuokra","E",5,4,7.6117165886637
"Pihlajamäki","00710","2 h+kk+kph+parv.","kt",45,2,105000,2308,1962,"on","tyyd.","vuokra","C",8,6,7.6117165886637
"Pihlajamäki","00710","2h+et+kk+kph+ra...","kt",40,2,103000,2543,1964,"on","tyyd.","vuokra","E",8,5,7.6117165886637
"Pihlajamäki","00710","2h, k, vh, kph,...","kt",61,2,130000,2114,1985,"ei","tyyd.","oma","D",2,1,7.6117165886637
"Pihlajisto","00710","2h, k, s, lasit...","kt",56,2,85000,1518,1978,"ei","tyyd.","vuokra","D",4,3,7.6117165886637
"Viikinmäki","00710","2H+K+S+Parv.","kt",68,2,335000,4926,2011,"on","hyvä","oma","C",4,3,7.6117165886637
"Pihlajisto","00710","2h, k, kph, wc,...","kt",50,2,72000,1426,1972,"on","tyyd.","oma","E",7,7,7.6117165886637
"Viikinmäki","00710","2 h, kt, kh/wc,...","kt",48,2,205000,4271,2005,"on","tyyd.","vuokra","D",8,4,7.6117165886637
"Viikinmäki","00710","2h + avok. + kp...","kt",45,2,244000,5363,2021,"on","hyvä","vuokra","B",4,2,7.6117165886637
"Pihlajamäki","00710","2h+kk+vh+kph+la...","kt",55,2,85000,1532,1964,"ei","tyyd.","vuokra","E",3,3,7.6117165886637
"Pihlajisto","00710","2h,k,kph,et,las...","kt",59,2,79000,1328,1977,"on","huono","vuokra","E",4,2,7.6117165886637
"Pihlajamäki","00710","2h, kk, kph, ra...","kt",40,2,105000,2593,1964,"on","tyyd.","vuokra","E",8,3,7.6117165886637
"Pihlajamäki","00710","2h, k, kph, vaa...","kt",66,2,150000,2273,1964,"on","hyvä","vuokra","D",8,3,7.6117165886637
"Pihlajamäki","00710","2H+K+S","kt",58,2,145000,2500,1986,"ei","tyyd.","oma","F",4,4,7.6117165886637
"Pihlajamäki","00710","2h, k","kt",40,2,111000,2741,1963,"on","tyyd.","vuokra","C",8,6,7.6117165886637
"Pihlajamäki","00710","2h+k+kph+vh+las...","kt",66,2,137000,2076,1964,"on","tyyd.","vuokra","G",8,7,7.6117165886637
"Pihlajamäki","00710","2-3h+k+kph+las....","kt",56,2,120000,2124,1978,"on","tyyd.","oma","D",4,3,7.6117165886637
"Viikinmäki","00710","2 h + kk + s","kt",49,2,208000,4202,2005,"on","tyyd.","vuokra","C",8,5,7.6117165886637
"Pihlajamäki","00710","2h, k, vh, las....","kt",58,2,103000,1761,1977,"on","tyyd.","oma","D",6,6,7.6117165886637
"Pihlajisto","00710","2h, k, kph, vh,...","kt",61,2,125000,2023,1974,"on","hyvä","vuokra","E",3,1,7.6117165886637
"Pihlajamäki","00710","3h,k,vh,kph,parv.","kt",80,3,150000,1875,1964,"on","tyyd.","vuokra","G",8,1,7.6117165886637
"Pihlajamäki","00710","3h, k, kh, p (y...","kt",67,3,133000,1970,1962,"ei","huono","vuokra","F",3,2,7.6117165886637
"Viikinmäki","00710","3h, k, s, kph, ...","kt",65,3,220000,3359,2005,"on","tyyd.","vuokra","C",8,2,7.6117165886637
"Pihlajamäki","00710","3 h + k + las.p...","kt",71,3,125000,1748,1977,"on","tyyd.","oma","D",5,2,7.6117165886637
"Pihlajisto","00710","3h+k+kph+wc+las...","kt",77,3,195000,2516,1971,"on","hyvä","oma","E",7,4,7.6117165886637
"Pihlajisto","00710","3h, k, erill. w...","kt",77,3,178000,2297,1971,"on","hyvä","oma","D",7,1,7.6117165886637
"Pihlajisto","00710","3h,k,kph,2wc,las.p","kt",77,3,110000,1429,1974,"on","tyyd.","oma","D",9,5,7.6117165886637
"Viikinmäki","00710","3 h, k, kh/wc, ...","kt",72,3,395000,5486,2020,"on","hyvä","oma","C",3,3,7.6117165886637
"Viikinmäki","00710","3h,k,kph,s,eril...","kt",72,3,350000,4861,2011,"on","hyvä","oma","C",4,3,7.6117165886637
"Pihlajisto","00710","3h,k,kph,lp","kt",78,3,160000,2051,1971,"on","hyvä","oma","D",7,4,7.6117165886637
"Pihlajisto","00710","3h + k +kph + wc","kt",74,3,187000,2510,1971,"on","hyvä","oma","E",7,6,7.6117165886637
"Viikinmäki","00710","3h, kph, avok, ...","kt",57,3,300000,5263,2021,"on","hyvä","vuokra","B",5,4,7.6117165886637
"Viikinmäki","00710","3h+k+kph+s+lasi...","kt",65,3,264000,4031,2005,"on","hyvä","vuokra","C",8,7,7.6117165886637
"Pihlajamäki","00710","3 h, k, wc, kh,...","kt",73,3,138000,1878,1987,"on","tyyd.","oma","F",4,3,7.6117165886637
"Pihlajamäki","00710","2-3h+k+kh+p","kt",66,3,170000,2576,1965,"on","hyvä","vuokra","E",8,7,7.6117165886637
"Pihlajamäki","00710","4 h, k, kph, wc, p","kt",67,4,137000,2030,1963,"ei","tyyd.","vuokra","D",4,2,7.6117165886637
"Pihlajisto","00710","4h,k,vh, erill....","kt",94,4,205000,2169,1971,"on","hyvä","oma","E",7,5,7.6117165886637
"Pihlajamäki","00710","4-5h, k, kph/wc...","kt",98,4,195000,1980,1962,"ei","tyyd.","vuokra","F",4,1,7.6117165886637
"Pihlajamäki","00710","4h, k, kph, eri...","kt",86,4,183000,2128,1987,"ei","hyvä","vuokra","E",3,3,7.6117165886637
"Pihlajamäki","00710","4 h, k, kph, p ...","kt",90,4,170000,1889,1978,"on","hyvä","oma","D",4,1,7.6117165886637
"Pihlajisto","00710","4h, avokeitti...","kt",76,4,286000,3739,2020,"on","hyvä","vuokra","B",8,2,7.6117165886637
"Pihlajamäki","00710","3-4h,k,kph,lasi...","kt",67,4,142000,2104,1963,"ei","tyyd.","vuokra","F",4,4,7.6117165886637
"Pukinmäki","00720","1h, kk, kph, la...","kt",30,1,100000,3333,1981,"on","tyyd.","oma","E",5,3,8.64048176982618
"Pukinmäki","00720","1h,kk,alk.,vh,p...","kt",30,1,106000,3475,1981,"ei","tyyd.","oma","E",3,2,8.64048176982618
"Pukinmäki","00720","1h+kk+kph+las.p...","kt",31,1,132000,4258,1992,"on","hyvä","oma","E",4,3,8.64048176982618
"Pukinmäki","00720","1h, kk, kph, s...","kt",31,1,133000,4290,1991,"ei","tyyd.","oma","D",2,2,8.64048176982618
"Savela","00720","2h, k, et, kph/...","kt",52,2,130000,2476,1980,"ei","hyvä","oma","F",3,1,8.64048176982618
"Pukinmäki","00720","2h,k, kph, lasi...","kt",56,2,138000,2442,1984,"ei","tyyd.","oma","D",2,2,8.64048176982618
"Pukinmäki","00720","2h+k+kph+s+parv.","kt",53,2,114000,2151,1982,"ei","tyyd.","oma","D",3,2,8.64048176982618
"Pukinmäki","00720","2h, k, kph/s, v...","kt",50,2,80000,1584,1982,"ei","huono","oma","E",4,1,8.64048176982618
"Savela","00720","2h,kk, kph, las...","kt",46,2,169000,3674,1986,"ei","tyyd.","oma","C",3,2,8.64048176982618
"Pukinmäki","00720","2h, kk, kph, la...","kt",46,2,70000,1505,1977,"ei","tyyd.","oma","D",3,1,8.64048176982618
"Pukinmäki","00720","2h, k, kph, wc,...","kt",52,2,122000,2324,1985,"on","tyyd.","oma","B",4,2,8.64048176982618
"Pukinmäki","00720","2h, k, rt, et, ...","kt",56,2,122000,2159,1982,"ei","tyyd.","oma","E",5,3,8.64048176982618
"Pukinmäki","00720","2h+avok+kph+s+t...","kt",36,2,130000,3562,1990,"ei","tyyd.","vuokra","E",4,1,8.64048176982618
"Pukinmäki","00720","2 h, k, kph, p ...","kt",53,2,108000,2038,1978,"ei","tyyd.","oma","D",3,2,8.64048176982618
"Pukinmäki","00720","2h, k, kph, et","kt",48,2,80000,1649,1985,"ei","tyyd.","oma","G",2,2,8.64048176982618
"Pukinmäki","00720","2h, kk","kt",48,2,140000,2917,1982,"on","hyvä","oma","F",3,1,8.64048176982618
"Pukinmäki","00720","2h+k+s+parveke ...","kt",52,2,135000,2571,1985,"on","tyyd.","oma","B",4,4,8.64048176982618
"Pukinmäki","00720","2h+k","kt",60,2,115000,1917,1989,"ei","tyyd.","vuokra","D",4,2,8.64048176982618
"Pukinmäki","00720","2h+kk","kt",36,2,130000,3611,1981,"ei","tyyd.","oma","F",3,1,8.64048176982618
"Pukinmäki","00720","3h, k, s, rt, e...","kt",69,3,120000,1727,1982,"ei","huono","oma","E",5,2,8.64048176982618
"Pukinmäki","00720","3h, k, kph, wc...","kt",68,3,170000,2482,1982,"on","hyvä","oma","F",3,1,8.64048176982618
"Pukinmäki","00720","3h, k, et, vh, ...","kt",77,3,136000,1755,1975,"ei","tyyd.","oma","D",5,4,8.64048176982618
"Pukinmäki","00720","3h,k,kph,s,las....","kt",74,3,160000,2162,1978,"on","tyyd.","oma","F",3,2,8.64048176982618
"Savela","00720","3h + k + kph + ...","kt",72,3,220000,3056,1990,"ei","hyvä","oma","D",3,3,8.64048176982618
"Pukinmäki","00720","3 h, k, kh/wc, ...","kt",66,3,252000,3818,2009,"on","hyvä","oma","D",7,5,8.64048176982618
"Tapanila","00730","1h,kk, kph, las...","kt",32,1,108000,3323,1990,"ei","tyyd.","oma","E",3,1,11.7931283866934
"Tapanila","00730","1h+kph+kk+alkovi","kt",31,1,108000,3484,1987,"ei","hyvä","oma","E",2,2,11.7931283866934
"Tapanila","00730","1h+alkovi+avok....","kt",28,1,138000,4842,2018,"on","hyvä","oma","C",3,1,11.7931283866934
"Tapanila","00730","1h, k, kph, piha","kt",22,1,125000,5556,2018,"on","hyvä","oma","C",3,1,11.7931283866934
"Tapanila","00730","1h+alkovi+kph+kk","kt",29,1,115000,3966,1969,"ei","hyvä","oma","F",3,2,11.7931283866934
"Tapanila","00730","2h, kk, kph, la...","kt",36,2,132000,3616,1985,"ei","tyyd.","oma","E",3,3,11.7931283866934
"Tapanila","00730","2h,k,parv.","kt",50,2,158000,3129,1966,"ei","huono","oma","C",2,2,11.7931283866934
"Tapanila","00730","2 h, k, kph, s,...","kt",59,2,197000,3339,2004,"on","hyvä","vuokra","D",5,5,11.7931283866934
"Tapanila","00730","2h+avok+kph+s","kt",59,2,237000,4017,1999,"ei","hyvä","oma","G",2,2,11.7931283866934
"Tapanila","00730","2h+k+s","kt",61,2,212400,3482,2003,"on","hyvä","vuokra","D",4,3,11.7931283866934
"Tapanila","00730","2h, avokeitti...","kt",40,2,151000,3728,1966,"ei","hyvä","oma","E",3,3,11.7931283866934
"Tapanila","00730","3h+k","kt",74,3,160000,2162,1987,"ei","hyvä","vuokra","D",3,2,11.7931283866934
"Tapaninvainio","00730","3h+avok+kph+ter...","kt",61,3,260000,4262,2022,"ei","hyvä","vuokra","A",2,1,11.7931283866934
"Tapanila","00730","3 huonetta, avo...","kt",80,3,322000,4000,2007,"on","hyvä","oma","D",4,2,11.7931283866934
"Tapanila","00730","3h, avokeitti...","kt",75,3,292000,3893,2006,"on","tyyd.","oma","D",4,2,11.7931283866934
"Tapanila","00730","3h+k","kt",74,3,155000,2095,1987,"ei","tyyd.","vuokra","D",3,2,11.7931283866934
"Tapanila","00730","3h + k + kph + ...","kt",77,3,287000,3703,2022,"on","hyvä","vuokra","B",7,3,11.7931283866934
"Tapaninkylä","00730","3h+k+vh+kh+s+is...","kt",69,3,226000,3252,1985,"ei","hyvä","oma","E",3,1,11.7931283866934
"Tapanila","00730","3h+k+kph+las.pa...","kt",66,3,206000,3121,1969,"ei","hyvä","oma","F",3,2,11.7931283866934
"Tapanila","00730","3h + k + kph + ...","kt",75,3,282000,3735,2022,"on","hyvä","vuokra","B",6,6,11.7931283866934
"Tapanila","00730","3h, avokeitti...","kt",82,3,319000,3890,2007,"on","hyvä","oma","D",4,4,11.7931283866934
"Tapaninvainio","00780","1h+avok+s+parvi...","kt",55,1,224000,4073,1920,"ei","hyvä","oma","C",2,2,10.250848702394
"Tapaninvainio","00780","1h+kk","kt",28,1,78001,2786,1971,"ei","tyyd.","oma","D",3,1,10.250848702394
"Tapaninvainio","00780","1h+kk+kph+p","kt",33,1,75000,2239,1981,"on","huono","oma","F",3,2,10.250848702394
"Tapaninvainio","00780","1h, kk, kph, wc...","kt",33,1,102500,3060,1979,"ei","tyyd.","oma","F",3,3,10.250848702394
"Tapaninvainio","00780","1h,kk,las.parv.","kt",33,1,86000,2567,1980,"ei","tyyd.","oma","E",4,3,10.250848702394
"Tapaninvainio","00780","2 h, k, kh/wc, ...","kt",44,2,130000,2921,1987,"ei","tyyd.","oma","E",3,2,10.250848702394
"Tapaninvainio","00780","2h+k+kph+s+parv.","kt",45,2,130000,2857,1987,"ei","hyvä","oma","E",2,2,10.250848702394
"Tapaninkylä","00780","2h+k+kph/sn+las...","kt",58,2,192000,3282,1994,"ei","hyvä","oma","F",3,1,10.250848702394
"Tapaninvainio","00780","3h, k, kph, las...","kt",66,3,85000,1288,1982,"ei","tyyd.","oma","D",4,2,10.250848702394
"Tapaninvainio","00780","3h,k,s,kph/wc, ...","kt",71,3,207000,2915,1990,"ei","hyvä","vuokra","F",2,2,10.250848702394
"Tapaninvainio","00780","3-4h+k","kt",70,3,192000,2743,1981,"on","tyyd.","oma","D",3,3,10.250848702394
"Tapaninvainio","00780","3H+K","kt",77,3,123000,1597,1971,"ei","tyyd.","oma","E",3,2,10.250848702394
"Ylä-malmi","00780","3h+k+s+parveke","kt",75,3,130000,1722,1981,"on","tyyd.","oma","F",4,2,10.250848702394
"Tapaninkylä","00780","3h+k+kph/s+et+p...","kt",71,3,205000,2867,1990,"ei","hyvä","vuokra","F",2,1,10.250848702394
"Herttoniemi","00800","1h, kk, wc, kph","kt",20,1,102000,5100,1951,"ei","huono","vuokra","E",4,3,6.86816235170316
"Herttoniemi","00800","Autopaikka","kt",12,1,17500,1400,2017,"on","hyvä","oma","C",1,1,6.86816235170316
"Herttoniemi","00800","1h, kt, kph, pa...","kt",37,1,234000,6240,2018,"on","hyvä","oma","C",8,7,6.86816235170316
"Herttoniemi","00800","1h, alkovi, kk,...","kt",32,1,158500,4832,1955,"ei","hyvä","vuokra","G",4,2,6.86816235170316
